id,titlu,tip,data_start,data_end,an_start,an_end,secol,secol_n,locatie,zona_aprox,judet,regiune,lat,lng,participanti,descriere,rezultat,teritoriu,observatii,sursa
RM-077,Incursiunile de pradă asupra comunităților locale („veacurile întunecate”),Incursiuni de jaf / conflict endemic,c. 700,c. 800,700,800,sec. VIII d.Hr.,8,"Teritoriul populației protoromâne (așezări rurale, culturile Ipotești-Cândești și Dridu)",1,—,Muntenia / Oltenia / Dobrogea,44.8,25.5,Populația locală protoromână (cnezi și juzi timpurii) vs. triburi slave și nomade,"Lipsa unor izvoare scrise detaliate face ca luptele purtate de liderii locali să nu fie consemnate cu nume proprii. Descoperirile de arme, fortificațiile de pământ (palisade) și așezările incendiate demonstrează o stare de conflict endemic defensiv, populația fiind adesea prinsă la mijloc în incursiunile de pradă ale triburilor slave și nomade.",Apărare locală; fortificarea și abandonarea periodică a așezărilor,da,"Eveniment tip, documentat arheologic.","batalii.csv — sec. VIII d.Hr., pct. 3"
RM-078,Campaniile lui Constantin al V-lea împotriva bulgarilor la Dunărea de Jos,Campanii / războaie bizantino-bulgare,741,775,741,775,sec. VIII d.Hr.,8,Dunărea de Jos și Dobrogea,1,Constanța / Tulcea / Călărași,Dobrogea / Dunărea de Jos,44.3,27.7,Imperiul Bizantin (Constantin al V-lea) vs. Primul Imperiu Bulgar (Tervel și succesorii),"Dobrogea și regiunile de câmpie din stânga Dunării devin teatre de operațiuni și zone de dispute militare între bulgari și bizantini. Constantin al V-lea organizează nouă campanii militare împotriva bulgarilor; multe înfruntări se desfășoară în zona Dunării de Jos (inclusiv Dobrogea), flotele bizantine navigând pe Dunăre și pe mare pentru a ataca taberele bulgare și slave.",Presiune militară bizantină constantă; control alternant al Dunării de Jos,da,Fără bătălii nominale pe teritoriul României (în afară de context).,"batalii.csv — sec. VIII d.Hr., pct. 1"
RM-079,Bătălia de la Anchialos (context — în afara teritoriului României),Bătălie (context regional),763,763,763,763,sec. VIII d.Hr.,8,"Anchialos (azi Pomorie, Bulgaria) — în afara teritoriului actual al României",1,—,—,42.56,27.64,Imperiul Bizantin (Constantin al V-lea) vs. Primul Imperiu Bulgar,"Deși bătălia s-a dat mai la sud, victoria bizantină a reconfigurat controlul militar din întreaga regiune pontică și dobrogeană, influențând direct echilibrul de putere pe teritoriul actual al României.",Victoria bizantină; reconfigurare regională,nu,Inclus ca eveniment de context regional.,"batalii.csv — sec. VIII d.Hr., pct. 1"
RM-080,Luptele pentru controlul minelor de sare și aur (sudul Transilvaniei și Banat),Conflicte pentru resurse,c. 800,c. 899,800,899,sec. IX d.Hr.,9,Sudul Transilvaniei și Banat,1,—,Transilvania / Banat,45.8,23.0,Primul Imperiu Bulgar vs. structuri politice locale,"Sudul Transilvaniei și Banatul sunt zone de conflict armat direct din cauza controlului asupra minelor de sare și aur, disputate între bulgari și structurile locale, în contextul extinderii autorității bulgare la nord de Dunăre.",Control alternant al resurselor; instabilitate în zonă,da,Eveniment tip.,"batalii.csv — sec. IX d.Hr., pct. 2"
RM-081,Revolta triburilor din Dacia dunăreană împotriva bulgarilor,Revoltă / răscoală,824,824,824,824,sec. IX d.Hr.,9,Dacia dunăreană (sudul Munteniei / Banatul de est),1,—,Muntenia / Banat,44.6,24.0,"Triburi locale (obotiți/praedeneceni) vs. Primul Imperiu Bulgar (Krum, Omurtag)","Analele Regale Franceze notează că, în 824, triburile din Dacia dunăreană (precum obotiții/praedenecenii) s-au ridicat la luptă și au căutat alianțe externe (cu Imperiul Carolingian) pentru a scăpa de sub suzeranitatea bulgară.",Revoltă parțial înăbușită; căutarea de alianțe externe,da,Identificarea triburilor și localizarea sunt discutabile.,"batalii.csv — sec. IX d.Hr., pct. 2"
RM-082,Invaziile pecenegilor în Etelköz (dislocarea maghiarilor),Invazii / incursiuni,c. 870,c. 899,870,899,sec. IX d.Hr.,9,"Spațiul dintre Nistru, Prut și Siret (Etelköz, azi în Ucraina/Republica Moldova)",1,—,Moldova (historic),46.5,29.5,Pecenegi vs. maghiari (Etelköz) și comunitățile sedentare din regiune,"În a doua jumătate a secolului IX, regiunile din afara arcului carpatic (Moldova și Muntenia) devin teatre de război din cauza pecenegilor: aceștia lansează atacuri devastatoare în spațiul dintre Nistru, Prut și Siret, dislocând maghiarii din Etelköz și generând conflicte locale sângeroase cu comunitățile sedentare, forțând fortificarea așezărilor.",Dislocarea maghiarilor spre Panonia; presiune pecenegă,partial,Zona se află în mare parte în afara granițelor actuale ale României.,"batalii.csv — sec. IX d.Hr., pct. 3"
RM-083,Rezistența voievodatului lui Gelu împotriva maghiarilor,Război de apărare / bătălie,c. 896,c. 896,896,896,sec. IX d.Hr.,9,Transilvania centrală; lupta de lângă râul Căpuș (jud. Cluj),1,Cluj,Transilvania,46.79,23.45,Voievodatul lui Gelu (români) vs. triburile maghiare (Tuhutum),"După pătrunderea maghiarilor în Bazinul Carpatic (c. 896), Gelu, numit în Gesta Hungarorum „duce al românilor”, refuză să cedeze pământurile și poartă bătălii violente împotriva căpeteniei maghiare Tuhutum. Este în cele din urmă înfrânt și ucis lângă râul Căpuș.",Înfrângerea și moartea lui Gelu; cucerirea Transilvaniei centrale de către maghiari,da,"Sursa principală este Gesta Hungarorum (cronica din sec. XII), cu datare disputată de istoriografie.","batalii.csv — sec. IX d.Hr., pct. 1"
RM-084,Rezistența voievodatului lui Glad (bătălia de la Mureș/Timiș),Război de apărare / bătălie,c. 896,c. 896,896,896,sec. IX d.Hr.,9,Banat: vadurile râurilor Mureș și Timiș,1,Timiș / Arad,Banat,45.9,21.2,"Voievodatul lui Glad (vlahi, slavi, bulgari) vs. triburile maghiare (Árpád)","Glad conduce o armată formată din vlahi, slavi și bulgari împotriva invadatorilor. Luptele principale se dau la vadurile râurilor Mureș și Timiș, unde este înfrânt, ulterior acceptând o formă de suzeranitate.",Înfrângerea lui Glad; suzeranitate maghiară asupra Banatului,da,Conform Gesta Hungarorum; reluat și la sec. X d.Hr.,"batalii.csv — sec. IX d.Hr., pct. 1"
RM-085,Rezistența voievodatului lui Menumorut — asediul Biharei,Război de apărare / asediu,c. 896,c. 896,896,896,sec. IX d.Hr.,9,"Crișana: cetatea Biharea (lângă actuala Biharia, jud. Bihor)",0,Bihor,Crișana,47.15,21.93,Voievodatul lui Menumorut (români) vs. triburile maghiare (Árpád / trupele acestuia),"Oștile lui Menumorut înfruntă trupele maghiare trimise de Árpád; conflictul se concentrează în jurul asediului cetății Biharea. Menumorut rezistă inițial, stabilind ulterior o pace prin alianță dinastică (fiica sa este dată în căsătorie fiului lui Árpád).",Pace prin alianță dinastică; supunere nominală a voievodatului,da,Conform Gesta Hungarorum; datare disputată.,"batalii.csv — sec. IX d.Hr., pct. 1"
RM-086,Asediul cetății Biharia (voievodatul lui Menumorut),Asediu,c. 900,c. 905,900,905,sec. X d.Hr.,10,Cetatea Biharia (județul Bihor); cetățile Săcueni și Satu Mare,1,Bihor / Satu Mare,Crișana,47.15,21.93,Voievodatul lui Menumorut vs. triburile maghiare (Árpád),"Menumorut, care stăpânea teritoriul dintre Mureș și Someș, respinge inițial cererile de supunere ale maghiarilor; cetățile sale (Săcueni, Satu Mare) sunt asediate. După un asediu de 13 zile al cetății Biharia, acceptă pacea, oferindu-și fiica în căsătorie fiului lui Árpád.",Acceptarea păcii; alianță dinastică cu maghiarii,da,Conform Gesta Hungarorum.,"batalii.csv — sec. X d.Hr., pct. 1"
RM-087,Bătălia de pe râul Almaș (voievodatul lui Gelu vs. Tuhutum),Bătălie,c. 900,c. 905,900,905,sec. X d.Hr.,10,Râul Almaș (județul Sălaj),1,Sălaj,Transilvania,47.14,23.26,Voievodatul lui Gelu (români) vs. triburile maghiare (Tuhutum),"Tuhutum atacă teritoriul condus de „Gelu, un anumit român”. Armata lui Gelu, slab echipată, este învinsă în bătălia de pe râul Almaș; Gelu încearcă să se retragă spre fortăreața sa de pe Someș (probabil Dăbâca), dar este prins și ucis de călăreții maghiari.",Victorie maghiară; moartea lui Gelu; cucerirea Transilvaniei de nord-vest,da,Conform Gesta Hungarorum.,"batalii.csv — sec. X d.Hr., pct. 1"
RM-088,Bătălia de pe râul Timiș (voievodatul lui Glad vs. maghiari),Bătălie,c. 900,c. 905,900,905,sec. X d.Hr.,10,Râul Timiș (Banat),1,Timiș,Banat,45.6,21.3,"Voievodatul lui Glad (români, bulgari, pecenegi) vs. maghiari (Zuard, Cadusa — nepotul lui Tuhutum)","La începutul secolului X, Glad, care conducea un teritoriu între Dunăre, Mureș și Tisa, opune rezistență armatei maghiare. Strânge o armată de români, bulgari și pecenegi, dar este învins în bătălia de pe râul Timiș și nevoit să ceară pace, acceptând o formă de suzeranitate.",Înfrângerea lui Glad; suzeranitate maghiară,da,Conform Gesta Hungarorum; datare disputată.,"batalii.csv — sec. X d.Hr., pct. 1"
RM-089,Raidurile pecenegilor în regiunile extracarpatice,Raiduri / conflicte de frontieră,c. 900,c. 999,900,999,sec. X d.Hr.,10,Moldova și Muntenia (regiunile extracarpatice),1,—,Moldova / Muntenia,46.0,26.8,"Pecenegi vs. populații locale românești, bulgari și bizantini","Pecenegii, stabiliți în stepele nord-pontice și în regiunile extracarpatice, întreprind numeroase expediții de jaf și conflicte de frontieră împotriva populațiilor locale românești, dar și împotriva bulgarilor și bizantinilor. Adesea sunt folosiți ca mercenari în conflictele dintre cnezi sau țari.",Instabilitate cronică și deplasări de populație,da,Eveniment tip.,"batalii.csv — sec. X d.Hr., pct. 3"
RM-090,Invazia lui Sviatoslav la Dunărea de Jos (968–971),Invazie / cucerire,968,971,968,971,sec. X d.Hr.,10,"Dobrogea și gurile Dunării (Pereiaslaveț, identificat probabil cu Nufăru, jud. Tulcea)",1,Tulcea,Dobrogea,45.15,28.9,Cnezatul de la Kiev (Sviatoslav I) vs. Imperiul Bizantin și Țaratul Bulgar,"Împăratul bizantin Nichifor al II-lea Focas îl plătește pe cneazul rus Sviatoslav să atace țaratul Bulgar. Sviatoslav invadează teritoriul de la Dunăre, cucerind numeroase cetăți (inclusiv Pereiaslaveț) și decide să-și mute capitala acolo, amenințând direct Bizanțul.",Cucerire temporară a Dunării de Jos de către Sviatoslav,da,"Identificarea Pereiaslavețului cu Nufăru este probabilă, nu sigură.","batalii.csv — sec. X d.Hr., pct. 2"
RM-091,Campania lui Ioan Tzimiskes și asediul Dristorului,Campanie / asediu,971,971,971,971,sec. X d.Hr.,10,"Cetatea Dristor (azi Silistra, la granița actuală a României)",1,—,Dobrogea (graniță),44.12,27.26,Imperiul Bizantin (Ioan I Tzimiskes) vs. cnezatul de la Kiev (Sviatoslav),"Noul împărat bizantin Ioan I Tzimiskes pornește o contraofensivă fulgerătoare și asediază cetatea Dristor, unde se refugiase Sviatoslav. După lupte grele pe uscat și pe Dunăre (bizantinii folosesc focul grecesc), rușii sunt învinși și se retrag; Dobrogea reintră sub controlul direct al Imperiului Bizantin.",Retragerea rușilor; restaurarea controlului bizantin asupra Dobrogei,partial,"Dristorul este azi în Bulgaria, dar asediul s-a desfășurat imediat la granița Dobrogei românești.","batalii.csv — sec. X d.Hr., pct. 2"
RM-092,Campania lui Ștefan I împotriva voievodatului lui Gyula,Campanie / cucerire,1003,1003,1003,1003,sec. XI d.Hr.,11,Alba Iulia (Transilvania),0,Alba,Transilvania,46.07,23.57,Regatul Ungariei (Ștefan I) vs. voievodatul lui Gyula (Iuliu cel Tânăr),"Regele Ștefan I al Ungariei atacă voievodatul condus de Gyula, cu centrul la Alba Iulia, pentru a-și extinde autoritatea la est de Tisa. Gyula este luat prizonier, iar teritoriul său este anexat, consolidând stăpânirea maghiară în Transilvania.",Anexarea voievodatului lui Gyula la Regatul Ungariei,da,—,"batalii.csv — sec. XI d.Hr., pct. 1"
RM-093,Războiul împotriva lui Ahtum (Banat),Război / cucerire,c. 1003,c. 1008,1003,1008,sec. XI d.Hr.,11,"Banat: reședința Morisena (Cenad, jud. Timiș)",0,Timiș,Banat,46.13,20.58,"Regatul Ungariei (Ștefan I, generalul Csanád) vs. voievodatul lui Ahtum","Regele Ștefan I trimite o armată condusă de generalul Csanád împotriva voievodatului lui Ahtum din Banat. Ahtum este ucis în luptă, iar reședința sa de la Morisena este cucerită; Banatul intră sub stăpânire ungară (datarea între c. 1003 și 1008 este discutată).",Cucerirea Banatului; uciderea lui Ahtum,da,Datarea exactă este disputată (1003–1028 în sursă; majoritatea istoricilor: c. 1008).,"batalii.csv — sec. XI d.Hr., pct. 1"
RM-094,Marea invazie a pecenegilor (1048),Invazie / conflict,1048,1048,1048,1048,sec. XI d.Hr.,11,"Dunărea de Jos, Dobrogea (tema bizantină Paristrion)",1,Constanța / Tulcea,Dobrogea,44.3,27.8,"Pecenegi (hanul Tyrah, peste 80.000) vs. Imperiul Bizantin și pecenegul rival Kegen","Peste 80.000 de pecenegi conduși de hanul Tyrah trec Dunărea înghețată, declanșând un conflict devastator cu garnizoanele bizantine și cu facțiunea rivală a pecenegului Kegen. Bizanțul este obligat să le permită așezarea în zonă, schimbând echilibrul etnic al Dobrogei.",Așezarea pecenegilor în Imperiu (ca foederati),da,—,"batalii.csv — sec. XI d.Hr., pct. 3"
RM-095,Bătălia de la Chiraleș (pecenegi și uzi),Bătălie,1068,1068,1068,1068,sec. XI d.Hr.,11,"Chiraleș (județul Bistrița-Năsăud), Transilvania de nord",0,Bistrița-Năsăud,Transilvania,47.06,24.32,"Regatul Ungariei (Solomon, Géza, Ladislau) vs. pecenegi și uzi","Una dintre cele mai răsunătoare ciocniri militare din Transilvania medievală timpurie: o armată mare de pecenegi și uzi pătrunde în Transilvania și Bihor pentru jaf. La întoarcere, migratorii sunt prinși și zdrobiți complet în apropierea localității Chiraleș de trupele regelui Solomon și ale prinților Géza și Ladislau.",Zdrobrea completă a invadatorilor,da,—,"batalii.csv — sec. XI d.Hr., pct. 2"
RM-096,"Revolta conducătorilor locali din Dobrogea (Tatos, Sestlav, Saca)",Revoltă / răscoală,c. 1070,c. 1090,1070,1090,sec. XI d.Hr.,11,"Dobrogea: Silistra (Tatos), Vicina (Sestlav), fortărețe dunărene",1,Constanța / Tulcea,Dobrogea,44.5,28.3,"Conducători locali (Tatos la Silistra, Sestlav la Vicina, Saca) vs. Imperiul Bizantin","Populația din Dobrogea (români, pecenegi asimilați, bulgari) se răscoală împotriva abuzurilor fiscale ale Constantinopolului. Trei conducători locali preiau controlul unor fortărețe dunărene și duc lupte cu bizantinii, iar confruntările se încheie spre sfârșitul secolului, când împăratul Alexie I Comnen restaurează autoritatea imperială.",Restaurarea autorității bizantine după decenii de revoltă,da,Locațiile exacte (Vicina) sunt disputate.,"batalii.csv — sec. XI d.Hr., pct. 3"
RM-097,Cucerirea și consolidarea stăpânirii maghiare în Transilvania,Cucerire / conflicte de rezistență,c. 1100,c. 1199,1100,1199,sec. XII d.Hr.,12,Transilvania (estul și sudul arcului carpatic),1,—,Transilvania,46.0,24.5,"Regatul Ungariei vs. formațiuni politice locale (bannate, cnezate, voievodate românești, enclave pecenego-cumane)","Regatul Ungariei își extinde treptat controlul militar spre estul și sudul Transilvaniei. Pentru a-și securiza noile frontiere în fața nomazilor, regii folosesc fortificații de pământ și lemn și încep colonizarea secuilor și sașilor; procesul întâmpină rezistență din partea formațiunilor locale, cu prezență militară maghiară constantă.",Consolidarea stăpânirii maghiare; integrarea treptată a Transilvaniei,da,Proces pe un secol; nu este un singur conflict.,"batalii.csv — sec. XII d.Hr., pct. 1"
RM-098,Invaziile cumanilor și pecenegilor peste trecătorii Carpaților,Raiduri / hărțuieli de frontieră,c. 1100,c. 1199,1100,1199,sec. XII d.Hr.,12,Trecătoriile Carpaților și zonele montane (estul Transilvaniei),1,—,Transilvania / Moldova,45.9,25.8,Cumani și pecenegi vs. garnizoane maghiare și secuiești,"Cumanii, așezați în zonele de câmpie de la sud și est de Carpați, lansează atacuri repetate peste munți în Transilvania și peste Dunăre în Imperiul Bizantin. Zonele montane și trecătorile devin teatrul unor hărțuieli constante între garnizoanele maghiare/secuiești și călăreții nomazi.",Raiduri repetate; consolidarea granițelor maghiare cu secui și sași,da,Eveniment tip.,"batalii.csv — sec. XII d.Hr., pct. 2"
RM-099,Războiul bizantino-maghiar (1127–1129),Război,1127,1129,1127,1129,sec. XII d.Hr.,12,"Dunărea de Jos, Banat, Belgrad și Branișevo",1,—,Banat / Dunărea de Jos,44.8,21.5,Regatul Ungariei (Ștefan al II-lea) vs. Imperiul Bizantin,"Regele Ștefan al II-lea al Ungariei atacă Imperiul Bizantin, distrugând Belgradul și Branișevo. Bizantinii răspund printr-o contraofensivă puternică, controlând militar pentru scurt timp zone de la Dunărea de Jos și din Banat.",Contraofensivă bizantină; control temporar asupra Dunării de Jos,da,—,"batalii.csv — sec. XII d.Hr., pct. 3"
RM-100,Campaniile lui Manuel I Comnen la Dunăre,Campanii / expediții,1151,1156,1151,1156,sec. XII d.Hr.,12,"Dunărea de Mijloc și de Jos, inclusiv părți din Banat și Dobrogea",1,—,Banat / Dobrogea,44.6,27.0,Imperiul Bizantin (Manuel I Comnen) vs. Regatul Ungariei,"Împăratul bizantin conduce expediții militare în regiunea Dunării de Mijloc și de Jos pentru a pedepsi incursiunile maghiare și a-și securiza granița nordică, transformând regiunile de frontieră (inclusiv părți din Banat și Dobrogea) în zone de război active.",Securizarea temporară a graniței bizantine; tensiuni persistente,da,—,"batalii.csv — sec. XII d.Hr., pct. 3"
RM-101,Răscoala Asăneștilor și sprijinul militar de la nord de Dunăre,Răscoală / campanie,1185,c. 1190,1185,1190,sec. XII d.Hr.,12,Baza de la nord de Dunăre (Muntenia) și sudul Dunării,1,—,Muntenia / Dobrogea,44.4,26.3,Frații Petru și Asan (vlahi) și cumani vs. Imperiul Bizantin,"În timpul revoltei fraților Petru și Asan împotriva Bizanțului (care duce la crearea Imperiului Vlaho-Bulgar), teritoriul de la nord de Dunăre (Muntenia de azi) servește ca loc de refugiu și bază de recrutare pentru armatele de vlahi și cumani, care trec fluviul pentru a ataca garnizoanele bizantine.",Înființarea Imperiului Vlaho-Bulgar (1185–1186),da,—,"batalii.csv — sec. XII d.Hr., pct. 4"
RM-102,Marea invazie mongolă (tătară) din 1241–1242,Invazie / devastare,1241,1242,1241,1242,sec. XIII d.Hr.,13,"Moldova, Muntenia și Transilvania (Rodna, Bistrița, Sibiu, Alba Iulia)",1,—,Moldova / Muntenia / Transilvania,46.5,25.0,"Imperiul Mongol (Batu Han, Subutai) vs. cumani, vlahi și Regatul Ungariei","Cel mai distructiv conflict militar al secolului: armatele mongole atacă pe mai multe coloane. În Moldova și Muntenia zdrobesc rezistența locală (inclusiv a cumanilor și vlahilor); în Transilvania pătrund prin pasurile Rodna, Bârgău și Oituz. Orașe înfloritoare precum Rodna, Bistrița, Sibiu și Alba Iulia sunt asediate, cucerite și complet distruse.",Decimarea populației; distrugerea orașelor; vid de putere ulterior,da,—,"batalii.csv — sec. XIII d.Hr., pct. 1"
RM-103,Dominația militară a lui Nogai Han în Dobrogea,Ocupație / dominație militară,c. 1271,c. 1299,1271,1299,sec. XIII d.Hr.,13,Dunărea de Jos: cartierul general probabil la Isaccea (jud. Tulcea),1,Tulcea,Dobrogea,45.27,28.46,"Hoarda de Aur (Nogai Han) vs. Imperiul Bizantin, Țaratul Bulgar și formațiunile locale","În a doua jumătate a secolului XIII, liderul tătar Nogai Han își stabilește cartierul general în zona Dunării de Jos (probabil la Isaccea), controlând militar și politic întreaga regiune și transformând Dobrogea într-o bază de operațiuni militare. Regiunea devine un teatru de război permanent între Hoarda de Aur, Bizanț și Bulgaria.",Control tătăresc temporar asupra Dobrogei și Dunării de Jos,da,"Eveniment de dominație, fără bătălii nominale în sursă.","batalii.csv — sec. XIII d.Hr., pct. 4"
RM-104,Revolta cneazului Litovoi,Revoltă / bătălie,1277,1279,1277,1279,sec. XIII d.Hr.,13,Oltenia și probabil sudul Transilvaniei,1,—,Oltenia / Transilvania,44.9,23.5,Voievodul român Litovoi vs. Regatul Ungariei (Ladislau al IV-lea),"Voievodul român Litovoi, stăpân pe un teritoriu în Oltenia și probabil în sudul Transilvaniei, refuză să mai plătească tribut regelui maghiar Ladislau al IV-lea și ocupă pământuri ale coroanei. În bătălia care urmează, Litovoi moare pe câmpul de luptă, iar fratele său, Bărbat, este luat prizonier și răscumpărat pentru o sumă mare de bani.",Înfrângerea revoltei; moartea lui Litovoi,da,Locația exactă a bătăliei nu este cunoscută.,"batalii.csv — sec. XIII d.Hr., pct. 2"
RM-105,"Revoltele sașilor și secuilor (ex. revolta lui Gylul, 1277)",Revoltă,c. 1277,c. 1290,1277,1290,sec. XIII d.Hr.,13,"Transilvania: Alba Iulia și zonele colonizate (sași, secui)",1,Alba / Sibiu,Transilvania,46.0,24.0,"Sași (conduși de Gylul), secui vs. voievodatul Transilvaniei și episcopia de Alba Iulia","Coloniștii sași și secui, așezați de Coroana Maghiară pentru a apăra granițele, se răscoală în repetate rânduri împotriva abuzurilor voievozilor Transilvaniei sau ale episcopiei de Alba Iulia. Un exemplu notabil: revolta sașilor conduși de Gylul din 1277, care ard catedrala din Alba Iulia.",Reprimarea revoltelor; consolidarea treptată a autonomiei sașilor/secuilor,da,"Eveniment tip, pe mai multe episoade.","batalii.csv — sec. XIII d.Hr., pct. 2"
RM-106,A doua invazie mongolă (1285) și bătălia de lângă Bistrița,Invazie / bătălie,1285,1285,1285,1285,sec. XIII d.Hr.,13,Transilvania (Bistrița) și spațiul extracarpatic,1,Bistrița-Năsăud,Transilvania,47.13,24.49,Hoarda de Aur vs. Regatul Ungariei (armate maghiare și formațiuni locale),"După marea invazie, Hoarda de Aur continuă să atace regiunea. Invazia din 1285, cunoscută drept „a doua invazie mongolă”, lovește din nou Transilvania și spațiul extracarpatic. De data aceasta armatele maghiare și formațiunile locale sunt mai bine pregătite, iar mongolii sunt învinși în mai multe bătălii (cum ar fi cea de lângă Bistrița) și alungați.",Respigerea celei de-a doua invazii mongole,da,—,"batalii.csv — sec. XIII d.Hr., pct. 3"
RM-107,Bătălia de la Posada,Bătălie,1330-11-09,1330-11-12,1330,1330,sec. XIV d.Hr.,14,Defileul/trecătoarea dintre Oltenia și Transilvania (zona Posada — Lainici/Novaci; identificare disputată),1,Gorj / Vâlcea,Oltenia / Transilvania,45.2,23.4,Țara Românească (Basarab I) vs. Regatul Ungariei (Carol Robert de Anjou),"Oastea Țării Românești condusă de Basarab I îi surprinde și învinge armata maghiară a lui Carol Robert de Anjou, într-o trecătoare carpatică, în 9–12 noiembrie 1330. Victoria asigură independența statului muntean și reprezintă una dintre bătăliile fondatoare ale istoriei României.",Victorie decisivă a Țării Românești; consolidarea independenței,da,"Localizarea exactă a locului bătăliei este disputată (Posada, în zona Lainici–Novaci).",batalii.csv — sec. XIV d.Hr.
RM-108,Bătălia de la Rovine,Bătălie,1394,1395,1394,1395,sec. XIV d.Hr.,14,"Oltenia, zona Rovine (lângă Craiova/Târgu Jiu — identificare disputată)",1,Gorj / Dolj,Oltenia,44.7,23.6,Țara Românească (Mircea cel Bătrân) vs. Imperiul Otoman (Baiazid I),"Domnitorul Mircea cel Bătrân oprește ofensiva trupelor otomane conduse de Baiazid I pe teritoriul Țării Românești. Bătălia (datată 1394 sau 1395) este una dintre cele mai cunoscute confruntări antiotomane ale epocii, cu ecou literar („Balada” lui Cezar Bolliac și textul din legenda lui Tudor Vladimirescu).",Retragerea otomană; menținerea rezistenței Țării Românești,da,Datarea exactă (1394/1395) este disputată; localizarea Rovine lor este controversată.,batalii.csv — sec. XIV d.Hr.
RM-109,Cruciada de la Nicopole (context — în afara teritoriului României),Cruciadă / bătălie (context),1396,1396,1396,1396,sec. XIV d.Hr.,14,"Nicopole (azi Nikopol, Bulgaria) — în afara teritoriului actual al României",1,—,—,43.7,24.9,Coaliția cruciată (inclusiv oastea lui Mircea cel Bătrân) vs. Imperiul Otoman (Baiazid I),"Oastea lui Mircea cel Bătrân sprijină coaliția cruciată antiotomană într-o luptă purtată la sud de Dunăre, cu ecouri directe asupra spațiului românesc. Cruciada se încheie cu o înfrângere severă a creștinilor.",Înfrângerea cruciaților; consecințe negative pentru statele române,nu,Inclus ca eveniment de context regional cu participare românească.,batalii.csv — sec. XIV d.Hr.
RM-110,Campaniile antiotomane ale lui Iancu de Hunedoara,Campanii militare,1440,1448,1440,1448,sec. XV d.Hr.,15,Transilvania și campaniile la sud de Dunăre,1,—,Transilvania / Balcani,45.8,23.0,"Regatul Ungariei (Iancu de Hunedoara, voievod al Transilvaniei) vs. Imperiul Otoman","Voievodul Transilvaniei organizează lupte antiotomane la sudul Dunării și pe teritoriul românesc, culminând cu marile campanii și înfrângerile de la Varna (1444) și a doua bătălie de la Kosovo Polje (1448). Eforturile sale au contribuit la întărirea apărării antiotomane a zonei.","Campanii glorioase, dar cu înfrângeri decisive în Balcani",da,"Bătăliile majore (Varna, Kosovo) au avut loc în afara teritoriului actual al României.",batalii.csv — sec. XV d.Hr.
RM-111,Bătălia de la Sibiu (Vaskapu),Bătălie,1442-03-22,1442-03-22,1442,1442,sec. XV d.Hr.,15,"Între Sântimbru și Sibiu (locul zis Vaskapu, județul Sibiu / Alba)",1,Sibiu,Transilvania,45.8,24.15,"Regatul Ungariei / Transilvania (Iancu de Hunedoara, judele Anton Trautenberger) vs. Imperiul Otoman (Mezid bei de Vidin)","După înfrângerea de la Sântimbru, Iancu de Hunedoara își reface armata și îl surprinde pe Mezid bei. Printr-o stratagemă (nobilul Simion Kamonyai îmbrăcat în armura voievodului), otomanii își lasă flancurile descoperite și sunt zdrobiți: Mezid și fiul său cad pe câmpul de luptă, iar restul oștii este nimicită în retragere spre pasul Turnu Roșu.",Victorie decisivă creștină; uciderea lui Mezid bei,da,Locația este disputată între zona Sibiel și trecătoarea Vaskapu (județul Hunedoara).,batalii.csv — sec. XV d.Hr. (completare)
RM-112,Bătălia de la Sântimbru,Bătălie,1442-03-18,1442-03-18,1442,1442,sec. XV d.Hr.,15,Sântimbru (județul Alba),0,Alba,Transilvania,46.13,23.65,Regatul Ungariei / Transilvania (Iancu de Hunedoara) vs. Imperiul Otoman (Mezid bei de Vidin),"O oaste otomană condusă de Mezid bei pătrunde în Transilvania, jefuiește ținuturile Devei, Albei și Aiudului și întâlnește la Sântimbru oastea adunată în grabă a voievodului Iancu de Hunedoara, pe care o înfrânge. Este prima confruntare a campaniei antiotomane din 1442.",Înfrângere inițială a oștilor lui Iancu; otomanii înaintează spre Sibiu,da,Faza inițială a conflictului; înfrângerea de la Sântimbru a fost urmată de victoriile de la Sibiu și pe Ialomița.,batalii.csv — sec. XV d.Hr. (completare)
RM-113,Bătălia de pe Ialomița,Bătălie,1442-09-02,1442-09-02,1442,1442,sec. XV d.Hr.,15,"Valea superioară a Ialomiței, la sud de Carpați (județul Dâmbovița / Ialomița)",1,Dâmbovița / Prahova,Țara Românească,45.2,25.5,"Regatul Ungariei / Țara Românească (Iancu de Hunedoara, Basarab al II-lea) vs. Imperiul Otoman (Șehabeddin Pașa, guvernatorul Rumeliei)","O puternică armată otomană condusă de Șehabeddin Pașa trece Dunărea pentru a-l înlătura pe Basarab al II-lea și a transforma Țara Românească în pașalâc. Iancu de Hunedoara o nimicește într-o zonă muntoasă de pe cursul superior al Ialomiței, în locuri muntoase și strâmte, obținând a treia victorie antiotomană din 1442.",Victoria decisivă a lui Iancu; respingerea marii invazii otomane,da,"Locația exactă este disputată: unii istorici o plasează la Poarta de Fier a Transilvaniei (Zaicani), alții pe valea superioară a Ialomiței.",batalii.csv — sec. XV d.Hr. (completare)
